date,count,cumulative,package
2018-08-01,5640,5640,sp
2018-08-02,5791,11431,sp
2018-08-03,5201,16632,sp
2018-08-04,2807,19439,sp
2018-08-05,2623,22062,sp
2018-08-06,5185,27247,sp
2018-08-07,5620,32867,sp
2018-08-08,5927,38794,sp
2018-08-09,5715,44509,sp
2018-08-10,5211,49720,sp
2018-08-11,2645,52365,sp
2018-08-12,2449,54814,sp
2018-08-13,5460,60274,sp
2018-08-14,5938,66212,sp
2018-08-15,5037,71249,sp
2018-08-16,5400,76649,sp
2018-08-17,4526,81175,sp
2018-08-18,2497,83672,sp
2018-08-19,2375,86047,sp
2018-08-20,5297,91344,sp
2018-08-21,5656,97000,sp
2018-08-22,6203,103203,sp
2018-08-23,6152,109355,sp
2018-08-24,5182,114537,sp
2018-08-25,2437,116974,sp
2018-08-26,2475,119449,sp
2018-08-27,5992,125441,sp
2018-08-28,6754,132195,sp
2018-08-29,6811,139006,sp
2018-08-30,6799,145805,sp
2018-08-31,5598,151403,sp
2018-09-01,2881,154284,sp
2018-09-02,2659,156943,sp
2018-09-03,4994,161937,sp
2018-09-04,7223,169160,sp
2018-09-05,6946,176106,sp
2018-09-06,7109,183215,sp
2018-09-07,5822,189037,sp
2018-09-08,3181,192218,sp
2018-09-09,3193,195411,sp
2018-09-10,7550,202961,sp
2018-09-11,8517,211478,sp
2018-09-12,8977,220455,sp
2018-09-13,8475,228930,sp
2018-09-14,7575,236505,sp
2018-09-15,3615,240120,sp
2018-09-16,3549,243669,sp
2018-09-17,8854,252523,sp
2018-09-18,9395,261918,sp
2018-09-19,9519,271437,sp
2018-09-20,9465,280902,sp
2018-09-21,7429,288331,sp
2018-09-22,3805,292136,sp
2018-09-23,4015,296151,sp
2018-09-24,9318,305469,sp
2018-09-25,9390,314859,sp
2018-09-26,9948,324807,sp
2018-09-27,9637,334444,sp
2018-09-28,7770,342214,sp
2018-09-29,4215,346429,sp
2018-09-30,4071,350500,sp
2018-10-01,8680,359180,sp
2018-10-02,10027,369207,sp
2018-10-03,9588,378795,sp
2018-10-04,9309,388104,sp
2018-10-05,7834,395938,sp
2018-10-06,3746,399684,sp
2018-10-07,3809,403493,sp
2018-10-08,8916,412409,sp
2018-10-09,9235,421644,sp
2018-10-10,10009,431653,sp
2018-10-11,9596,441249,sp
2018-10-12,7361,448610,sp
2018-10-13,4091,452701,sp
2018-10-14,4071,456772,sp
2018-10-15,9005,465777,sp
2018-10-16,10168,475945,sp
2018-10-17,9483,485428,sp
2018-10-18,9123,494551,sp
2018-10-19,8086,502637,sp
2018-10-20,4100,506737,sp
2018-10-21,4085,510822,sp
2018-10-22,9788,520610,sp
2018-10-23,10414,531024,sp
2018-10-24,10677,541701,sp
2018-10-25,9606,551307,sp
2018-10-26,8156,559463,sp
2018-10-27,3973,563436,sp
2018-10-28,3933,567369,sp
2018-10-29,8724,576093,sp
2018-10-30,9846,585939,sp
2018-10-31,9939,595878,sp
2018-11-01,7988,603866,sp
2018-11-02,7062,610928,sp
2018-11-03,3793,614721,sp
2018-11-04,4020,618741,sp
2018-11-05,9182,627923,sp
2018-11-06,10005,637928,sp
2018-11-07,9272,647200,sp
2018-11-08,9254,656454,sp
2018-11-09,8035,664489,sp
2018-11-10,4304,668793,sp
2018-11-11,4105,672898,sp
2018-11-12,9048,681946,sp
2018-11-13,10212,692158,sp
2018-11-14,9933,702091,sp
2018-11-15,9439,711530,sp
2018-11-16,8765,720295,sp
2018-11-17,3984,724279,sp
2018-11-18,4327,728606,sp
2018-11-19,8943,737549,sp
2018-11-20,9403,746952,sp
2018-11-21,9021,755973,sp
2018-11-22,7759,763732,sp
2018-11-23,6574,770306,sp
2018-11-24,3900,774206,sp
2018-11-25,4159,778365,sp
2018-11-26,9450,787815,sp
2018-11-27,10481,798296,sp
2018-11-28,10253,808549,sp
2018-11-29,9684,818233,sp
2018-11-30,8390,826623,sp
2018-12-01,4120,830743,sp
2018-12-02,4494,835237,sp
2018-12-03,9427,844664,sp
2018-12-04,9727,854391,sp
2018-12-05,9336,863727,sp
2018-12-06,8596,872323,sp
2018-12-07,7507,879830,sp
2018-12-08,4185,884015,sp
2018-12-09,4062,888077,sp
2018-12-10,8167,896244,sp
2018-12-11,8630,904874,sp
2018-12-12,8046,912920,sp
2018-12-13,7738,920658,sp
2018-12-14,6199,926857,sp
2018-12-15,3522,930379,sp
2018-12-16,3476,933855,sp
2018-12-17,6528,940383,sp
2018-12-18,7007,947390,sp
2018-12-19,6840,954230,sp
2018-12-20,5775,960005,sp
2018-12-21,4645,964650,sp
2018-12-22,2502,967152,sp
2018-12-23,2569,969721,sp
2018-12-24,2782,972503,sp
2018-12-25,2345,974848,sp
2018-12-26,3410,978258,sp
2018-12-27,3779,982037,sp
2018-12-28,3376,985413,sp
2018-12-29,2213,987626,sp
2018-12-30,2080,989706,sp
2018-12-31,2697,992403,sp
2019-01-01,1967,994370,sp
2019-01-02,4420,998790,sp
2019-01-03,5062,1003852,sp
2019-01-04,4612,1008464,sp
2019-01-05,3056,1011520,sp
2019-01-06,2859,1014379,sp
2019-01-07,6596,1020975,sp
2019-01-08,6914,1027889,sp
2019-01-09,7286,1035175,sp
2019-01-10,7040,1042215,sp
2019-01-11,6422,1048637,sp
2019-01-12,3116,1051753,sp
2019-01-13,3119,1054872,sp
2019-01-14,7509,1062381,sp
2019-01-15,8113,1070494,sp
2019-01-16,8594,1079088,sp
2019-01-17,8376,1087464,sp
2019-01-18,7371,1094835,sp
2019-01-19,3466,1098301,sp
2019-01-20,3355,1101656,sp
2019-01-21,6766,1108422,sp
2019-01-22,8677,1117099,sp
2019-01-23,9120,1126219,sp
2019-01-24,8690,1134909,sp
2019-01-25,7535,1142444,sp
2019-01-26,3490,1145934,sp
2019-01-27,3096,1149030,sp
2019-01-28,8013,1157043,sp
2019-01-29,8602,1165645,sp
2019-01-30,8334,1173979,sp
2019-01-31,8666,1182645,sp
2019-02-01,7698,1190343,sp
2019-02-02,3223,1193566,sp
2019-02-03,3488,1197054,sp
2019-02-04,7589,1204643,sp
2019-02-05,8185,1212828,sp
2019-02-06,8614,1221442,sp
2019-02-07,8570,1230012,sp
2019-02-08,7042,1237054,sp
2019-02-09,3335,1240389,sp
2019-02-10,3381,1243770,sp
2019-02-11,8052,1251822,sp
2019-02-12,8608,1260430,sp
2019-02-13,8493,1268923,sp
2019-02-14,8000,1276923,sp
2019-02-15,6642,1283565,sp
2019-02-16,3290,1286855,sp
2019-02-17,3309,1290164,sp
2019-02-18,7575,1297739,sp
2019-02-19,8671,1306410,sp
2019-02-20,8541,1314951,sp
2019-02-21,8272,1323223,sp
2019-02-22,7390,1330613,sp
2019-02-23,3545,1334158,sp
2019-02-24,3350,1337508,sp
2019-02-25,8410,1345918,sp
2019-02-26,8530,1354448,sp
2019-02-27,8614,1363062,sp
2019-02-28,8424,1371486,sp
2019-03-01,7245,1378731,sp
2019-03-02,3541,1382272,sp
2019-03-03,3376,1385648,sp
2019-03-04,8380,1394028,sp
2019-03-05,8979,1403007,sp
2019-03-06,9296,1412303,sp
2019-03-07,8915,1421218,sp
2019-03-08,7829,1429047,sp
2019-03-09,4136,1433183,sp
2019-03-10,3875,1437058,sp
2019-03-11,8931,1445989,sp
2019-03-12,9534,1455523,sp
2019-03-13,9948,1465471,sp
2019-03-14,9578,1475049,sp
2019-03-15,7932,1482981,sp
2019-03-16,4250,1487231,sp
2019-03-17,3932,1491163,sp
2019-03-18,8776,1499939,sp
2019-03-19,9580,1509519,sp
2019-03-20,9311,1518830,sp
2019-03-21,8849,1527679,sp
2019-03-22,7821,1535500,sp
2019-03-23,3826,1539326,sp
2019-03-24,4035,1543361,sp
2019-03-25,9489,1552850,sp
2019-03-26,9724,1562574,sp
2019-03-27,9503,1572077,sp
2019-03-28,9253,1581330,sp
2019-03-29,7574,1588904,sp
2019-03-30,3779,1592683,sp
2019-03-31,3964,1596647,sp
2019-04-01,9222,1605869,sp
2019-04-02,9639,1615508,sp
2019-04-03,9840,1625348,sp
2019-04-04,8960,1634308,sp
2019-04-05,7834,1642142,sp
2019-04-06,3790,1645932,sp
2019-04-07,4105,1650037,sp
2019-04-08,9521,1659558,sp
2019-04-09,9660,1669218,sp
2019-04-10,9779,1678997,sp
2019-04-11,8955,1687952,sp
2019-04-12,7648,1695600,sp
2019-04-13,4057,1699657,sp
2019-04-14,3790,1703447,sp
2019-04-15,8578,1712025,sp
2019-04-16,8535,1720560,sp
2019-04-17,8752,1729312,sp
2019-04-18,7609,1736921,sp
2019-04-19,5574,1742495,sp
2019-04-20,3219,1745714,sp
2019-04-21,3214,1748928,sp
2019-04-22,6574,1755502,sp
2019-04-23,8676,1764178,sp
2019-04-24,8749,1772927,sp
2019-04-25,8200,1781127,sp
2019-04-26,6974,1788101,sp
2019-04-27,4146,1792247,sp
2019-04-28,4404,1796651,sp
2019-04-29,9397,1806048,sp
2019-04-30,9288,1815336,sp
2019-05-01,7485,1822821,sp
2019-05-02,9945,1832766,sp
2019-05-03,8319,1841085,sp
2019-05-04,4168,1845253,sp
2019-05-05,4362,1849615,sp
2019-05-06,9048,1858663,sp
2019-05-07,10578,1869241,sp
2019-05-08,9479,1878720,sp
2019-05-09,9543,1888263,sp
2019-05-10,8133,1896396,sp
2019-05-11,3930,1900326,sp
2019-05-12,3731,1904057,sp
2019-05-13,9116,1913173,sp
2019-05-14,9414,1922587,sp
2019-05-15,9443,1932030,sp
2019-05-16,9709,1941739,sp
2019-05-17,7745,1949484,sp
2019-05-18,4053,1953537,sp
2019-05-19,3703,1957240,sp
2019-05-20,8985,1966225,sp
2019-05-21,8964,1975189,sp
2019-05-22,9024,1984213,sp
2019-05-23,8784,1992997,sp
2019-05-24,7398,2000395,sp
2019-05-25,3694,2004089,sp
2019-05-26,3470,2007559,sp
2019-05-27,7247,2014806,sp
2019-05-28,8741,2023547,sp
2019-05-29,8246,2031793,sp
2019-05-30,7102,2038895,sp
2019-05-31,6259,2045154,sp
2019-06-01,3172,2048326,sp
2019-06-02,3098,2051424,sp
2019-06-03,7270,2058694,sp
2019-06-04,7977,2066671,sp
2019-06-05,7686,2074357,sp
2019-06-06,7071,2081428,sp
2019-06-07,6094,2087522,sp
2019-06-08,3001,2090523,sp
2019-06-09,3071,2093594,sp
2019-06-10,6533,2100127,sp
2019-06-11,7924,2108051,sp
2019-06-12,7492,2115543,sp
2019-06-13,7276,2122819,sp
2019-06-14,6100,2128919,sp
2019-06-15,2970,2131889,sp
2019-06-16,2972,2134861,sp
2019-06-17,7047,2141908,sp
2019-06-18,7455,2149363,sp
2019-06-19,7098,2156461,sp
2019-06-20,6413,2162874,sp
2019-06-21,5959,2168833,sp
2019-06-22,3006,2171839,sp
2019-06-23,2873,2174712,sp
2019-06-24,6505,2181217,sp
2019-06-25,7412,2188629,sp
2019-06-26,6714,2195343,sp
2019-06-27,6484,2201827,sp
2019-06-28,5788,2207615,sp
2019-06-29,2540,2210155,sp
2019-06-30,2543,2212698,sp
2019-07-01,6216,2218914,sp
2019-07-02,6589,2225503,sp
2019-07-03,6638,2232141,sp
2019-07-04,5308,2237449,sp
2019-07-05,4961,2242410,sp
2019-07-06,2780,2245190,sp
2019-07-07,2816,2248006,sp
2019-07-08,6793,2254799,sp
2019-07-09,7052,2261851,sp
2019-07-10,6932,2268783,sp
2019-07-11,6535,2275318,sp
2019-07-12,5593,2280911,sp
2019-07-13,2978,2283889,sp
2019-07-14,2771,2286660,sp
2019-07-15,6418,2293078,sp
2019-07-16,6817,2299895,sp
2019-07-17,7066,2306961,sp
2019-07-18,6484,2313445,sp
2019-07-19,5912,2319357,sp
2019-07-20,2991,2322348,sp
2019-07-21,2927,2325275,sp
2019-07-22,6768,2332043,sp
2019-07-23,6830,2338873,sp
2019-07-24,7023,2345896,sp
2019-07-25,6719,2352615,sp
2019-07-26,5828,2358443,sp
2019-07-27,2873,2361316,sp
2019-07-28,2630,2363946,sp
2019-07-29,5883,2369829,sp
2019-07-30,6445,2376274,sp
2019-07-31,6574,2382848,sp
2019-08-01,5994,2388842,sp
2019-08-02,5441,2394283,sp
2019-08-03,2757,2397040,sp
2019-08-04,2642,2399682,sp
2019-08-05,6315,2405997,sp
2019-08-06,6825,2412822,sp
2019-08-07,6675,2419497,sp
2019-08-08,6190,2425687,sp
2019-08-09,5238,2430925,sp
2019-08-10,2738,2433663,sp
2019-08-11,2666,2436329,sp
2019-08-12,5891,2442220,sp
2019-08-13,6524,2448744,sp
2019-08-14,6299,2455043,sp
2019-08-15,5739,2460782,sp
2019-08-16,5204,2465986,sp
2019-08-17,3073,2469059,sp
2019-08-18,3019,2472078,sp
2019-08-19,6358,2478436,sp
2019-08-20,7111,2485547,sp
2019-08-21,6793,2492340,sp
2019-08-22,6778,2499118,sp
2019-08-23,5717,2504835,sp
2019-08-24,3254,2508089,sp
2019-08-25,3317,2511406,sp
2019-08-26,6935,2518341,sp
2019-08-27,7762,2526103,sp
2019-08-28,8556,2534659,sp
2019-08-29,7854,2542513,sp
2019-08-30,6538,2549051,sp
2019-08-31,3080,2552131,sp
2019-09-01,3044,2555175,sp
2019-09-02,6098,2561273,sp
2019-09-03,8121,2569394,sp
2019-09-04,9440,2578834,sp
2019-09-05,8655,2587489,sp
2019-09-06,7559,2595048,sp
2019-09-07,3758,2598806,sp
2019-09-08,3951,2602757,sp
2019-09-09,9415,2612172,sp
2019-09-10,9745,2621917,sp
2019-09-11,9625,2631542,sp
2019-09-12,8915,2640457,sp
2019-09-13,7247,2647704,sp
2019-09-14,3685,2651389,sp
2019-09-15,3830,2655219,sp
2019-09-16,9219,2664438,sp
2019-09-17,10496,2674934,sp
2019-09-18,10178,2685112,sp
2019-09-19,10079,2695191,sp
2019-09-20,8158,2703349,sp
2019-09-21,4086,2707435,sp
2019-09-22,4254,2711689,sp
2019-09-23,9985,2721674,sp
2019-09-24,10743,2732417,sp
2019-09-25,10710,2743127,sp
2019-09-26,10175,2753302,sp
2019-09-27,8551,2761853,sp
2019-09-28,3829,2765682,sp
2019-09-29,4130,2769812,sp
2019-09-30,9010,2778822,sp
2019-10-01,9792,2788614,sp
2019-10-02,10536,2799150,sp
2019-10-03,9632,2808782,sp
2019-10-04,8200,2816982,sp
2019-10-05,3920,2820902,sp
2019-10-06,3936,2824838,sp
2019-10-07,9597,2834435,sp
2019-10-08,10656,2845091,sp
2019-10-09,10750,2855841,sp
2019-10-10,10563,2866404,sp
2019-10-11,8982,2875386,sp
2019-10-12,4514,2879900,sp
2019-10-13,4495,2884395,sp
2019-10-14,9211,2893606,sp
2019-10-15,10669,2904275,sp
2019-10-16,10961,2915236,sp
2019-10-17,10324,2925560,sp
2019-10-18,8781,2934341,sp
2019-10-19,4246,2938587,sp
2019-10-20,4275,2942862,sp
2019-10-21,10396,2953258,sp
2019-10-22,11668,2964926,sp
2019-10-23,11404,2976330,sp
2019-10-24,10117,2986447,sp
2019-10-25,10357,2996804,sp
2019-10-26,4085,3000889,sp
2019-10-27,4039,3004928,sp
2019-10-28,10083,3015011,sp
2019-10-29,11832,3026843,sp
2019-10-30,11960,3038803,sp
2019-10-31,11218,3050021,sp
2019-11-01,8512,3058533,sp
2019-11-02,5550,3064083,sp
2019-11-03,5856,3069939,sp
2019-11-04,11336,3081275,sp
2019-11-05,11786,3093061,sp
2019-11-06,10799,3103860,sp
2019-11-07,9880,3113740,sp
2019-11-08,15069,3128809,sp
2019-11-09,7232,3136041,sp
2019-11-10,6955,3142996,sp
2019-11-11,14208,3157204,sp
2019-11-12,16412,3173616,sp
2019-11-13,14354,3187970,sp
2019-11-14,13624,3201594,sp
2019-11-15,11324,3212918,sp
2019-11-16,5824,3218742,sp
2019-11-17,5858,3224600,sp
2019-11-18,12543,3237143,sp
2019-11-19,14878,3252021,sp
2019-11-20,13163,3265184,sp
2019-11-21,12425,3277609,sp
2019-11-22,10319,3287928,sp
2019-11-23,5083,3293011,sp
2019-11-24,5155,3298166,sp
2019-11-25,11701,3309867,sp
2019-11-26,12039,3321906,sp
2019-11-27,11226,3333132,sp
2019-11-28,9883,3343015,sp
2019-11-29,7710,3350725,sp
2019-11-30,4695,3355420,sp
2019-12-01,4972,3360392,sp
2019-12-02,11404,3371796,sp
2019-12-03,11728,3383524,sp
2019-12-04,12077,3395601,sp
2019-12-05,11128,3406729,sp
2019-12-06,16267,3422996,sp
2019-12-07,4914,3427910,sp
2019-12-08,5132,3433042,sp
2019-12-09,10182,3443224,sp
2019-12-10,10417,3453641,sp
2019-12-11,10126,3463767,sp
2019-12-12,9994,3473761,sp
2019-12-13,8121,3481882,sp
2019-12-14,4642,3486524,sp
2019-12-15,4433,3490957,sp
2019-12-16,8495,3499452,sp
2019-12-17,9211,3508663,sp
2019-12-18,8475,3517138,sp
2019-12-19,7632,3524770,sp
2019-12-20,5951,3530721,sp
2019-12-21,3375,3534096,sp
2019-12-22,3157,3537253,sp
2019-12-23,5031,3542284,sp
2019-12-24,3837,3546121,sp
2019-12-25,2763,3548884,sp
2019-12-26,3663,3552547,sp
2019-12-27,3777,3556324,sp
2019-12-28,2954,3559278,sp
2019-12-29,2957,3562235,sp
2019-12-30,4110,3566345,sp
2019-12-31,3046,3569391,sp
2020-01-01,2211,3571602,sp
2020-01-02,4842,3576444,sp
2020-01-03,5218,3581662,sp
2020-01-04,3564,3585226,sp
2020-01-05,3588,3588814,sp
2020-01-06,7224,3596038,sp
2020-01-07,8355,3604393,sp
2020-01-08,9281,3613674,sp
2020-01-09,8841,3622515,sp
2020-01-10,8220,3630735,sp
2020-01-11,4005,3634740,sp
2020-01-12,4216,3638956,sp
2020-01-13,9488,3648444,sp
2020-01-14,10446,3658890,sp
2020-01-15,9985,3668875,sp
2020-01-16,9765,3678640,sp
2020-01-17,8108,3686748,sp
2020-01-18,4008,3690756,sp
2020-01-19,3723,3694479,sp
2020-01-20,7896,3702375,sp
2020-01-21,9978,3712353,sp
2020-01-22,9788,3722141,sp
2020-01-23,9917,3732058,sp
2020-01-24,8410,3740468,sp
2020-01-25,3921,3744389,sp
2020-01-26,4069,3748458,sp
2020-01-27,9307,3757765,sp
2020-01-28,10324,3768089,sp
2020-01-29,10818,3778907,sp
2020-01-30,10317,3789224,sp
2020-01-31,8736,3797960,sp
2020-02-01,4233,3802193,sp
2020-02-02,4341,3806534,sp
2020-02-03,9274,3815808,sp
2020-02-04,10825,3826633,sp
2020-02-05,10850,3837483,sp
2020-02-06,10220,3847703,sp
2020-02-07,9299,3857002,sp
2020-02-08,4262,3861264,sp
2020-02-09,4357,3865621,sp
2020-02-10,11014,3876635,sp
2020-02-11,11017,3887652,sp
2020-02-12,11214,3898866,sp
2020-02-13,11804,3910670,sp
2020-02-14,9839,3920509,sp
2020-02-15,5260,3925769,sp
2020-02-16,5746,3931515,sp
2020-02-17,11583,3943098,sp
2020-02-18,13596,3956694,sp
2020-02-19,13560,3970254,sp
2020-02-20,13083,3983337,sp
2020-02-21,13691,3997028,sp
2020-02-22,10290,4007318,sp
2020-02-23,9547,4016865,sp
2020-02-24,16229,4033094,sp
2020-02-25,16554,4049648,sp
2020-02-26,15272,4064920,sp
2020-02-27,15007,4079927,sp
2020-02-28,11985,4091912,sp
2020-02-29,2581,4094493,sp
2020-03-01,8879,4103372,sp
2020-03-02,17536,4120908,sp
2020-03-03,14966,4135874,sp
2020-03-04,15634,4151508,sp
2020-03-05,14820,4166328,sp
2020-03-06,13796,4180124,sp
2020-03-07,7905,4188029,sp
2020-03-08,7451,4195480,sp
2020-03-09,14303,4209783,sp
2020-03-10,13621,4223404,sp
2020-03-11,13231,4236635,sp
2020-03-12,11932,4248567,sp
2020-03-13,10339,4258906,sp
2020-03-14,5949,4264855,sp
2020-03-15,6128,4270983,sp
2020-03-16,11223,4282206,sp
2020-03-17,12876,4295082,sp
2020-03-18,13633,4308715,sp
2020-03-19,13249,4321964,sp
2020-03-20,12162,4334126,sp
2020-03-21,8880,4343006,sp
2020-03-22,9014,4352020,sp
2020-03-23,13531,4365551,sp
2020-03-24,13840,4379391,sp
2020-03-25,14115,4393506,sp
2020-03-26,14073,4407579,sp
2020-03-27,12698,4420277,sp
2020-03-28,8973,4429250,sp
2020-03-29,9058,4438308,sp
2020-03-30,13701,4452009,sp
2020-03-31,14043,4466052,sp
2020-04-01,14139,4480191,sp
2020-04-02,13448,4493639,sp
2020-04-03,12783,4506422,sp
2020-04-04,8825,4515247,sp
2020-04-05,8687,4523934,sp
2020-04-06,13413,4537347,sp
2020-04-07,13664,4551011,sp
2020-04-08,13459,4564470,sp
2020-04-09,12595,4577065,sp
2020-04-10,11767,4588832,sp
2020-04-11,8521,4597353,sp
2020-04-12,8473,4605826,sp
2020-04-13,11835,4617661,sp
2020-04-14,12972,4630633,sp
2020-04-15,13181,4643814,sp
2020-04-16,13217,4657031,sp
2020-04-17,12245,4669276,sp
2020-04-18,8989,4678265,sp
2020-04-19,9124,4687389,sp
2020-04-20,13116,4700505,sp
2020-04-21,13272,4713777,sp
2020-04-22,13651,4727428,sp
2020-04-23,12738,4740166,sp
2020-04-24,12791,4752957,sp
2020-04-25,9884,4762841,sp
2020-04-26,9851,4772692,sp
2020-04-27,14412,4787104,sp
2020-04-28,15079,4802183,sp
2020-04-29,14850,4817033,sp
2020-04-30,13845,4830878,sp
2020-05-01,11775,4842653,sp
2020-05-02,9316,4851969,sp
2020-05-03,9656,4861625,sp
2020-05-04,14503,4876128,sp
2020-05-05,15228,4891356,sp
2020-05-06,15599,4906955,sp
2020-05-07,14018,4920973,sp
2020-05-08,13324,4934297,sp
2020-05-09,9543,4943840,sp
2020-05-10,9289,4953129,sp
2020-05-11,14210,4967339,sp
2020-05-12,14875,4982214,sp
2020-05-13,15212,4997426,sp
2020-05-14,14357,5011783,sp
2020-05-15,13310,5025093,sp
2020-05-16,9190,5034283,sp
2020-05-17,9225,5043508,sp
2020-05-18,14141,5057649,sp
2020-05-19,14216,5071865,sp
2020-05-20,17784,5089649,sp
2020-05-21,16943,5106592,sp
2020-05-22,14793,5121385,sp
2020-05-23,9101,5130486,sp
2020-05-24,9042,5139528,sp
2020-05-25,13099,5152627,sp
2020-05-26,14721,5167348,sp
2020-05-27,14851,5182199,sp
2020-05-28,14208,5196407,sp
2020-05-29,11857,5208264,sp
2020-05-30,6924,5215188,sp
2020-05-31,7260,5222448,sp
2020-06-01,11708,5234156,sp
2020-06-02,13963,5248119,sp
2020-06-03,15895,5264014,sp
2020-06-04,14870,5278884,sp
2020-06-05,13344,5292228,sp
2020-06-06,8949,5301177,sp
2020-06-07,9387,5310564,sp
2020-06-08,14665,5325229,sp
2020-06-09,14888,5340117,sp
2020-06-10,14646,5354763,sp
2020-06-11,13955,5368718,sp
2020-06-12,12537,5381255,sp
2020-06-13,8401,5389656,sp
2020-06-14,8704,5398360,sp
2020-06-15,13925,5412285,sp
2020-06-16,14470,5426755,sp
2020-06-17,13633,5440388,sp
2020-06-18,11968,5452356,sp
2020-06-19,10417,5462773,sp
2020-06-20,6278,5469051,sp
2020-06-21,6040,5475091,sp
2020-06-22,11289,5486380,sp
2020-06-23,11824,5498204,sp
2020-06-24,11072,5509276,sp
2020-06-25,10711,5519987,sp
2020-06-26,9916,5529903,sp
2020-06-27,5890,5535793,sp
2020-06-28,6164,5541957,sp
2020-06-29,11480,5553437,sp
2020-06-30,11571,5565008,sp
2020-07-01,10914,5575922,sp
2020-07-02,10918,5586840,sp
2020-07-03,9141,5595981,sp
2020-07-04,5177,5601158,sp
2020-07-05,5289,5606447,sp
2020-07-06,10550,5616997,sp
2020-07-07,10282,5627279,sp
2020-07-08,11054,5638333,sp
2020-07-09,10860,5649193,sp
2020-07-10,11567,5660760,sp
2020-07-11,5295,5666055,sp
2020-07-12,5334,5671389,sp
2020-07-13,10668,5682057,sp
2020-07-14,10985,5693042,sp
2020-07-15,11000,5704042,sp
2020-07-16,10814,5714856,sp
2020-07-17,9896,5724752,sp
2020-07-18,5426,5730178,sp
2020-07-19,5821,5735999,sp
2020-07-20,10933,5746932,sp
2020-07-21,10867,5757799,sp
2020-07-22,10970,5768769,sp
2020-07-23,10098,5778867,sp
2020-07-24,9115,5787982,sp
2020-07-25,5167,5793149,sp
2020-07-26,5303,5798452,sp
2020-07-27,10516,5808968,sp
2020-07-28,10676,5819644,sp
2020-07-29,10412,5830056,sp
2020-07-30,10445,5840501,sp
2020-07-31,8568,5849069,sp
2020-08-01,5215,5854284,sp
2020-08-02,5663,5859947,sp
2020-08-03,10724,5870671,sp
2020-08-04,10377,5881048,sp
2020-08-05,10640,5891688,sp
2020-08-06,10327,5902015,sp
2020-08-07,9165,5911180,sp
2020-08-08,5066,5916246,sp
2020-08-09,4876,5921122,sp
2020-08-10,9968,5931090,sp
2020-08-11,10718,5941808,sp
2020-08-12,10928,5952736,sp
2020-08-13,10575,5963311,sp
2020-08-14,8854,5972165,sp
2020-08-15,5374,5977539,sp
2020-08-16,5768,5983307,sp
2020-08-17,10296,5993603,sp
2020-08-18,10738,6004341,sp
2020-08-19,10950,6015291,sp
2020-08-20,10014,6025305,sp
2020-08-21,8639,6033944,sp
2020-08-22,5512,6039456,sp
2020-08-23,5631,6045087,sp
2020-08-24,11038,6056125,sp
2020-08-25,11223,6067348,sp
2020-08-26,11917,6079265,sp
2020-08-27,11716,6090981,sp
2020-08-28,10578,6101559,sp
2020-08-29,5603,6107162,sp
2020-08-30,5606,6112768,sp
2020-08-31,11259,6124027,sp
2020-09-01,12691,6136718,sp
2020-09-02,13286,6150004,sp
2020-09-03,14299,6164303,sp
2020-09-04,10983,6175286,sp
2020-09-05,5536,6180822,sp
2020-09-06,5902,6186724,sp
2020-09-07,10516,6197240,sp
2020-09-08,13168,6210408,sp
2020-09-09,13796,6224204,sp
2020-09-10,13367,6237571,sp
2020-09-11,11894,6249465,sp
2020-09-12,6341,6255806,sp
2020-09-13,6641,6262447,sp
2020-09-14,13636,6276083,sp
2020-09-15,14897,6290980,sp
2020-09-16,14427,6305407,sp
2020-09-17,14026,6319433,sp
2020-09-18,12697,6332130,sp
2020-09-19,6428,6338558,sp
2020-09-20,6462,6345020,sp
2020-09-21,14420,6359440,sp
2020-09-22,15735,6375175,sp
2020-09-23,14980,6390155,sp
2020-09-24,14461,6404616,sp
2020-09-25,11943,6416559,sp
2020-09-26,7209,6423768,sp
2020-09-27,7138,6430906,sp
2020-09-28,13587,6444493,sp
2020-09-29,14806,6459299,sp
2020-09-30,14856,6474155,sp
2020-10-01,14909,6489064,sp
2020-10-02,12210,6501274,sp
2020-10-03,7020,6508294,sp
2020-10-04,7664,6515958,sp
2020-10-05,15374,6531332,sp
2020-10-06,15635,6546967,sp
2020-10-07,18613,6565580,sp
2020-10-08,23136,6588716,sp
2020-10-09,18865,6607581,sp
2020-10-10,10150,6617731,sp
2020-10-11,10491,6628222,sp
2020-10-12,18731,6646953,sp
2020-10-13,19438,6666391,sp
2020-10-14,19671,6686062,sp
2020-10-15,18964,6705026,sp
2020-10-16,17194,6722220,sp
2020-10-17,8883,6731103,sp
2020-10-18,9270,6740373,sp
2020-10-19,18844,6759217,sp
2020-10-20,18654,6777871,sp
2020-10-21,17740,6795611,sp
2020-10-22,17407,6813018,sp
2020-10-23,16217,6829235,sp
2020-10-24,8613,6837848,sp
